Time (ms),ax_m_s2,ay_m_s2,az_m_s2,gx_rad_s,gy_rad_s,gz_rad_s,Voltage (V),Current (A),Pressure (Pa),Temperature (C),Altitude (m),FlightPhase
41020,-0.21,0.25,9.87,0.001,-0.002,0.011,12.452,28.00,100253.7,27.42,89.3,DISTANCE
41030,-0.02,0.05,9.88,0.002,-0.021,0.024,12.452,28.00,100253.6,27.42,89.3,DISTANCE
41040,0.03,-0.18,9.74,-0.008,0.021,0.025,12.452,28.00,100253.5,27.42,89.3,DISTANCE
41050,0.05,-0.20,9.74,-0.011,-0.008,0.023,12.452,28.00,100253.4,27.42,89.3,DISTANCE
41060,0.02,-0.06,9.87,0.011,0.003,0.018,12.452,28.00,100253.3,27.42,89.3,DISTANCE
41070,-0.17,-0.08,9.99,-0.013,0.001,0.020,12.452,28.00,100253.2,27.42,89.3,DISTANCE
41080,-0.04,-0.20,9.78,-0.009,-0.009,0.020,12.452,28.00,100253.1,27.42,89.3,DISTANCE
41090,0.14,-0.01,9.83,-0.019,0.003,0.014,12.452,28.00,100252.9,27.42,89.3,DISTANCE
41100,0.08,0.17,9.75,0.001,-0.014,0.017,12.452,28.00,100252.8,27.42,89.3,DISTANCE
41110,-0.12,0.13,9.80,-0.019,0.015,0.022,12.452,28.00,100252.7,27.42,89.4,DISTANCE
41120,0.04,0.30,9.79,0.023,-0.015,0.013,12.452,28.00,100252.6,27.42,89.4,DISTANCE
41130,0.09,0.13,9.95,0.020,-0.007,0.030,12.452,28.00,100252.5,27.42,89.4,DISTANCE
41140,0.08,-0.25,9.80,-0.020,-0.018,0.017,12.452,28.00,100252.4,27.42,89.4,DISTANCE
41150,-0.09,-0.08,9.88,-0.011,0.017,0.020,12.452,28.00,100252.3,27.42,89.4,DISTANCE
41160,-0.11,0.18,9.71,0.015,-0.021,0.013,12.452,28.00,100252.2,27.42,89.4,DISTANCE
41170,0.16,-0.01,9.90,0.014,-0.018,0.026,12.452,28.00,100252.1,27.42,89.4,DISTANCE
41180,0.08,0.13,9.74,-0.000,0.006,0.014,12.452,28.00,100252.0,27.42,89.4,DISTANCE
41190,0.04,-0.03,9.90,-0.017,-0.014,0.025,12.452,28.00,100251.9,27.42,89.4,DISTANCE
41200,-0.23,0.11,9.77,-0.011,0.007,0.022,12.452,28.00,100251.8,27.42,89.4,DISTANCE
41210,0.17,-0.05,9.91,0.007,0.021,0.031,12.452,28.00,100251.7,27.42,89.4,DISTANCE
41220,0.06,0.03,9.86,0.002,0.020,0.018,12.452,28.00,100251.6,27.42,89.4,DISTANCE
41230,-0.20,-0.22,9.78,-0.019,-0.004,0.011,12.452,28.00,100251.5,27.42,89.5,DISTANCE
41240,0.15,-0.23,9.88,-0.025,-0.024,0.014,12.452,28.00,100251.4,27.42,89.5,DISTANCE
41250,-0.28,-0.04,9.99,-0.018,0.023,0.019,12.452,28.00,100251.3,27.42,89.5,DISTANCE
41260,0.23,0.06,9.97,0.016,0.018,0.017,12.452,28.00,100251.2,27.42,89.5,DISTANCE
41270,0.22,-0.16,9.83,0.011,0.024,0.024,12.452,28.00,100251.1,27.42,89.5,DISTANCE
41280,0.20,-0.16,9.92,-0.017,-0.015,0.011,12.452,28.00,100251.0,27.42,89.5,DISTANCE
41290,0.07,-0.21,9.88,0.024,-0.019,0.014,12.452,28.00,100250.9,27.42,89.5,DISTANCE
41300,-0.24,0.20,9.89,-0.005,0.018,0.023,12.452,28.00,100250.8,27.42,89.5,DISTANCE
41310,0.25,0.10,9.85,0.003,0.002,0.029,12.452,28.00,100250.7,27.42,89.5,DISTANCE
41320,-0.21,0.09,9.92,0.021,0.023,0.012,12.452,28.00,100250.6,27.42,89.5,DISTANCE
41330,-0.05,0.04,9.92,-0.023,-0.020,0.030,12.452,28.00,100250.5,27.42,89.5,DISTANCE
41340,0.15,-0.08,9.92,0.011,-0.019,0.013,12.452,28.00,100250.4,27.42,89.5,DISTANCE
41350,0.11,-0.17,9.71,0.025,0.006,0.017,12.452,28.00,100250.3,27.42,89.6,DISTANCE
41360,-0.12,0.05,9.98,0.006,0.002,0.024,12.452,28.00,100250.2,27.42,89.6,DISTANCE
41370,0.26,0.13,9.97,0.003,-0.017,0.021,12.452,28.00,100250.1,27.42,89.6,DISTANCE
41380,0.04,-0.21,9.99,-0.014,0.019,0.019,12.452,28.00,100250.0,27.42,89.6,DISTANCE
41390,0.04,-0.07,9.85,0.007,0.024,0.025,12.452,28.00,100249.9,27.42,89.6,DISTANCE
41400,0.16,0.16,9.74,0.014,0.010,0.026,12.452,28.00,100249.8,27.42,89.6,DISTANCE
41410,0.20,0.26,9.71,0.001,0.016,0.023,12.452,28.00,100249.8,27.42,89.6,DISTANCE
41420,0.17,-0.03,9.96,0.017,0.001,0.030,12.452,28.00,100249.7,27.42,89.6,DISTANCE
41430,-0.02,0.01,9.92,0.020,0.002,0.014,12.452,28.00,100249.6,27.42,89.6,DISTANCE
41440,-0.28,0.19,9.92,-0.022,-0.002,0.012,12.452,28.00,100249.5,27.42,89.6,DISTANCE
41450,-0.01,-0.21,9.83,-0.003,-0.007,0.012,12.452,28.00,100249.4,27.42,89.6,DISTANCE
41460,-0.29,0.22,9.84,-0.005,0.004,0.030,12.452,28.00,100249.3,27.42,89.6,DISTANCE
41470,-0.15,0.09,9.86,0.011,-0.012,0.019,12.452,28.00,100249.2,27.42,89.7,DISTANCE
41480,-0.01,0.13,9.81,0.005,-0.023,0.020,12.452,28.00,100249.1,27.42,89.7,DISTANCE
41490,-0.09,-0.08,9.75,0.013,0.014,0.018,12.452,28.00,100249.0,27.42,89.7,DISTANCE
41500,-0.02,-0.29,9.90,-0.024,-0.012,0.015,12.451,28.00,100248.9,27.42,89.7,DISTANCE
41510,0.28,-0.07,9.81,-0.001,0.009,0.030,12.451,28.00,100248.8,27.42,89.7,DISTANCE
41520,0.02,-0.15,9.80,-0.008,0.017,0.026,12.451,28.00,100248.7,27.42,89.7,DISTANCE
41530,0.26,0.20,9.90,0.001,-0.011,0.020,12.451,28.00,100248.6,27.42,89.7,DISTANCE
41540,0.07,-0.25,9.82,-0.013,0.009,0.029,12.451,28.00,100248.5,27.42,89.7,DISTANCE
41550,0.09,-0.07,9.81,-0.006,0.000,0.020,12.451,28.00,100248.4,27.42,89.7,DISTANCE
41560,0.06,0.08,9.76,0.003,0.022,0.013,12.451,28.00,100248.3,27.42,89.7,DISTANCE
41570,-0.14,-0.07,9.93,0.008,-0.023,0.025,12.451,28.00,100248.2,27.42,89.7,DISTANCE
41580,0.18,-0.20,9.95,0.013,0.017,0.025,12.451,28.00,100248.2,27.42,89.7,DISTANCE
41590,0.04,-0.12,9.85,0.018,-0.011,0.024,12.451,28.00,100248.1,27.42,89.7,DISTANCE
41600,0.09,-0.03,9.85,-0.020,-0.000,0.031,12.451,28.00,100248.0,27.42,89.8,DISTANCE
41610,0.29,-0.06,9.72,0.011,0.019,0.015,12.451,28.00,100247.9,27.42,89.8,DISTANCE
41620,0.03,-0.06,9.90,-0.003,0.001,0.021,12.451,28.00,100247.8,27.42,89.8,DISTANCE
41630,-0.16,-0.23,9.76,0.015,0.024,0.021,12.451,28.00,100247.7,27.42,89.8,DISTANCE
41640,0.01,-0.28,9.93,0.003,-0.004,0.027,12.451,28.00,100247.6,27.42,89.8,DISTANCE
41650,-0.29,-0.05,9.97,-0.017,0.005,0.029,12.451,28.00,100247.5,27.42,89.8,DISTANCE
41660,0.21,0.09,9.93,-0.013,-0.006,0.012,12.451,28.00,100247.4,27.42,89.8,DISTANCE
41670,-0.10,0.26,9.72,0.024,-0.001,0.024,12.451,28.00,100247.3,27.42,89.8,DISTANCE
41680,0.01,-0.12,9.86,-0.001,0.001,0.016,12.451,28.00,100247.2,27.42,89.8,DISTANCE
41690,-0.25,0.17,9.94,-0.006,-0.025,0.013,12.451,28.00,100247.2,27.42,89.8,DISTANCE
41700,0.15,0.05,9.73,0.007,-0.016,0.022,12.451,28.00,100247.1,27.42,89.8,DISTANCE
41710,-0.23,0.24,9.87,0.019,-0.014,0.018,12.451,28.00,100247.0,27.42,89.8,DISTANCE
41720,0.12,-0.08,9.72,0.023,0.004,0.014,12.451,28.00,100246.9,27.42,89.8,DISTANCE
41730,-0.04,-0.01,9.80,0.021,0.003,0.024,12.451,28.00,100246.8,27.42,89.9,DISTANCE
41740,-0.13,-0.02,9.80,-0.015,-0.003,0.021,12.451,28.00,100246.7,27.42,89.9,DISTANCE
41750,-0.13,0.08,9.81,0.008,-0.017,0.021,12.451,28.00,100246.6,27.42,89.9,DISTANCE
41760,-0.15,0.22,9.79,0.017,0.012,0.020,12.451,28.00,100246.5,27.42,89.9,DISTANCE
41770,0.29,-0.08,9.88,0.005,0.000,0.029,12.451,28.00,100246.4,27.42,89.9,DISTANCE
41780,0.14,0.04,9.77,0.018,0.024,0.030,12.451,28.00,100246.4,27.42,89.9,DISTANCE
41790,0.15,-0.29,9.99,-0.012,-0.004,0.028,12.451,28.00,100246.3,27.42,89.9,DISTANCE
41800,-0.12,-0.17,9.74,0.001,-0.000,0.025,12.451,28.00,100246.2,27.42,89.9,DISTANCE
41810,-0.17,0.26,9.99,0.001,0.012,0.028,12.451,28.00,100246.1,27.42,89.9,DISTANCE
41820,-0.18,-0.01,9.70,0.006,0.022,0.024,12.451,28.00,100246.0,27.42,89.9,DISTANCE
41830,-0.06,0.06,9.89,0.010,-0.016,0.026,12.451,28.00,100245.9,27.42,89.9,DISTANCE
41840,0.03,-0.26,9.95,-0.022,-0.010,0.016,12.451,28.00,100245.8,27.42,89.9,DISTANCE
41850,0.15,-0.17,9.92,0.013,-0.010,0.031,12.451,28.00,100245.8,27.42,89.9,DISTANCE
41860,-0.18,0.17,9.87,0.025,0.001,0.021,12.451,28.00,100245.7,27.42,89.9,DISTANCE
41870,-0.13,-0.06,9.97,-0.013,0.007,0.023,12.451,28.00,100245.6,27.42,90.0,DISTANCE
41880,-0.13,0.00,9.85,0.020,0.010,0.031,12.451,28.00,100245.5,27.42,90.0,DISTANCE
41890,-0.06,0.10,9.91,-0.015,0.020,0.015,12.451,28.00,100245.4,27.42,90.0,DISTANCE
41900,0.03,-0.01,9.77,-0.006,0.024,0.028,12.451,28.00,100245.3,27.42,90.0,DISTANCE
41910,0.25,-0.04,9.79,-0.004,-0.012,0.019,12.451,28.00,100245.3,27.42,90.0,DISTANCE
41920,-0.25,0.21,9.82,0.020,0.020,0.028,12.451,28.00,100245.2,27.42,90.0,DISTANCE
41930,-0.14,-0.19,9.74,-0.006,0.019,0.017,12.451,28.00,100245.1,27.42,90.0,DISTANCE
41940,-0.18,0.30,9.95,0.000,0.006,0.018,12.451,28.00,100245.0,27.41,90.0,DISTANCE
41950,-0.13,0.24,9.91,-0.015,-0.011,0.032,12.451,28.00,100244.9,27.41,90.0,DISTANCE
41960,-0.28,0.22,9.98,0.023,0.022,0.018,12.451,28.00,100244.8,27.41,90.0,DISTANCE
41970,-0.13,-0.05,9.77,0.007,-0.017,0.030,12.451,28.00,100244.8,27.41,90.0,DISTANCE
41980,-0.13,-0.12,9.85,0.024,-0.006,0.019,12.451,28.00,100244.7,27.41,90.0,DISTANCE
41990,0.15,-0.03,9.80,-0.012,0.007,0.018,12.451,28.00,100244.6,27.41,90.0,DISTANCE
42000,-0.20,0.29,9.95,-0.009,0.010,0.021,12.451,28.00,100244.5,27.41,90.0,DISTANCE
42010,-0.12,0.12,9.81,0.003,-0.006,0.012,12.451,28.00,100244.4,27.41,90.0,DISTANCE
42020,-0.03,-0.29,9.70,0.019,-0.009,0.025,12.451,28.00,100244.3,27.41,90.1,DISTANCE
42030,0.23,0.28,9.97,-0.020,-0.006,0.023,12.451,28.00,100244.3,27.41,90.1,DISTANCE
42040,0.04,0.04,9.99,0.020,-0.019,0.022,12.451,28.00,100244.2,27.41,90.1,DISTANCE
42050,0.04,-0.06,9.93,-0.008,-0.014,0.021,12.451,28.00,100244.1,27.41,90.1,DISTANCE
42060,-0.04,0.23,9.70,0.011,0.012,0.023,12.451,28.00,100244.0,27.41,90.1,DISTANCE
42070,0.17,0.15,9.72,0.004,0.013,0.025,12.451,28.00,100243.9,27.41,90.1,DISTANCE
42080,0.22,-0.24,9.89,0.012,0.019,0.029,12.451,28.00,100243.9,27.41,90.1,DISTANCE
42090,0.12,-0.14,9.98,0.012,0.004,0.021,12.451,28.00,100243.8,27.41,90.1,DISTANCE
42100,0.03,-0.24,9.97,0.015,0.023,0.014,12.451,28.00,100243.7,27.41,90.1,DISTANCE
42110,0.00,0.27,9.76,0.004,-0.020,0.024,12.451,28.00,100243.6,27.41,90.1,DISTANCE
42120,0.13,-0.29,9.84,0.001,-0.009,0.015,12.451,28.00,100243.5,27.41,90.1,DISTANCE
42130,0.05,-0.18,9.90,-0.004,0.015,0.018,12.451,28.00,100243.5,27.41,90.1,DISTANCE
42140,0.04,-0.19,9.92,-0.011,-0.020,0.018,12.451,28.00,100243.4,27.41,90.1,DISTANCE
42150,-0.28,0.08,9.77,-0.002,0.007,0.021,12.451,28.00,100243.3,27.41,90.1,DISTANCE
42160,-0.03,0.01,9.76,0.018,-0.004,0.030,12.451,28.00,100243.2,27.41,90.1,DISTANCE
42170,-0.13,0.02,9.74,-0.006,0.020,0.025,12.451,28.00,100243.2,27.41,90.2,DISTANCE
42180,0.27,0.13,9.87,0.019,-0.002,0.022,12.451,28.00,100243.1,27.41,90.2,DISTANCE
42190,-0.07,0.15,9.79,0.014,-0.008,0.013,12.451,28.00,100243.0,27.41,90.2,DISTANCE
42200,-0.03,0.14,9.85,-0.021,-0.003,0.025,12.451,28.00,100242.9,27.41,90.2,DISTANCE
42210,0.22,0.04,9.94,-0.025,0.018,0.021,12.451,28.00,100242.8,27.41,90.2,DISTANCE
42220,0.05,-0.01,9.79,0.000,-0.013,0.027,12.451,28.00,100242.8,27.41,90.2,DISTANCE
42230,0.12,0.28,9.80,0.002,-0.008,0.018,12.451,28.00,100242.7,27.41,90.2,DISTANCE
42240,-0.17,0.11,9.81,0.002,-0.020,0.023,12.451,28.00,100242.6,27.41,90.2,DISTANCE
42250,0.18,0.22,9.81,0.002,-0.008,0.022,12.451,28.00,100242.5,27.41,90.2,DISTANCE
42260,0.21,0.04,9.91,0.000,-0.000,0.029,12.451,28.00,100242.5,27.41,90.2,DISTANCE
42270,-0.18,0.28,9.71,-0.004,-0.009,0.026,12.451,28.00,100242.4,27.41,90.2,DISTANCE
42280,-0.04,-0.16,9.88,-0.013,0.017,0.019,12.451,28.00,100242.3,27.41,90.2,DISTANCE
42290,-0.20,-0.08,9.97,-0.012,-0.007,0.024,12.451,28.00,100242.2,27.41,90.2,DISTANCE
42300,0.14,-0.16,9.95,0.010,0.013,0.013,12.451,28.00,100242.2,27.41,90.2,DISTANCE
42310,0.16,0.30,9.86,0.025,0.023,0.025,12.451,28.00,100242.1,27.41,90.2,DISTANCE
42320,0.24,-0.22,9.79,-0.008,-0.017,0.017,12.451,28.00,100242.0,27.41,90.2,DISTANCE
42330,-0.05,0.01,9.83,-0.015,0.007,0.027,12.451,28.00,100242.0,27.41,90.3,DISTANCE
42340,0.15,-0.08,9.84,0.011,-0.004,0.030,12.451,28.00,100241.9,27.41,90.3,DISTANCE
42350,-0.16,0.07,9.73,-0.010,0.006,0.016,12.451,28.00,100241.8,27.41,90.3,DISTANCE
42360,-0.11,0.15,9.72,-0.016,0.019,0.014,12.451,28.00,100241.7,27.41,90.3,DISTANCE
42370,0.02,-0.28,9.82,-0.003,-0.019,0.030,12.451,28.00,100241.7,27.41,90.3,DISTANCE
42380,-0.19,-0.13,9.95,0.022,-0.017,0.019,12.451,28.00,100241.6,27.41,90.3,DISTANCE
42390,-0.13,0.27,9.81,-0.004,0.018,0.016,12.451,28.00,100241.5,27.41,90.3,DISTANCE
42400,0.08,0.26,9.73,-0.005,-0.013,0.013,12.451,28.00,100241.4,27.41,90.3,DISTANCE
42410,-0.09,-0.27,9.85,0.006,-0.013,0.028,12.451,28.00,100241.4,27.41,90.3,DISTANCE
42420,-0.17,-0.15,9.79,-0.004,-0.001,0.016,12.451,28.00,100241.3,27.41,90.3,DISTANCE
42430,0.28,-0.14,9.82,0.006,0.021,0.014,12.451,28.00,100241.2,27.41,90.3,DISTANCE
42440,-0.03,0.29,9.78,-0.022,-0.022,0.022,12.451,28.00,100241.2,27.41,90.3,DISTANCE
42450,-0.07,-0.14,9.85,-0.025,-0.002,0.014,12.451,28.00,100241.1,27.41,90.3,DISTANCE
42460,0.16,-0.16,9.92,0.024,-0.020,0.028,12.451,28.00,100241.0,27.41,90.3,DISTANCE
42470,0.15,0.27,9.86,0.011,-0.025,0.019,12.451,28.00,100241.0,27.41,90.3,DISTANCE
42480,-0.23,0.01,9.69,-0.001,-0.006,0.020,12.451,28.00,100240.9,27.41,90.3,DISTANCE
42490,-0.14,0.09,9.79,-0.023,-0.021,0.019,12.451,28.00,100240.8,27.41,90.3,DISTANCE
42500,0.19,0.25,9.79,-0.007,0.001,0.024,12.450,28.00,100240.7,27.41,90.4,DISTANCE
42510,0.04,0.19,9.93,0.004,-0.022,0.017,12.450,28.00,100240.7,27.41,90.4,DISTANCE
42520,0.21,0.01,9.97,0.022,0.016,0.018,12.450,28.00,100240.6,27.41,90.4,DISTANCE
42530,-0.15,-0.12,9.73,0.007,-0.015,0.030,12.450,28.00,100240.5,27.41,90.4,DISTANCE
42540,0.30,0.11,9.93,0.006,0.019,0.021,12.450,28.00,100240.5,27.41,90.4,DISTANCE
42550,-0.17,0.20,9.89,-0.001,-0.008,0.018,12.450,28.00,100240.4,27.41,90.4,DISTANCE
42560,0.06,0.26,9.88,-0.021,0.005,0.012,12.450,28.00,100240.3,27.41,90.4,DISTANCE
42570,-0.00,-0.10,9.83,0.012,0.022,0.027,12.450,28.00,100240.3,27.41,90.4,DISTANCE
42580,-0.22,-0.00,9.98,-0.023,-0.003,0.014,12.450,28.00,100240.2,27.41,90.4,DISTANCE
42590,0.19,0.02,9.76,-0.003,0.015,0.031,12.450,28.00,100240.1,27.41,90.4,DISTANCE
42600,-0.26,-0.15,9.88,-0.004,-0.021,0.025,12.450,28.00,100240.1,27.41,90.4,DISTANCE
42610,-0.26,-0.26,9.78,0.003,-0.016,0.020,12.450,28.00,100240.0,27.41,90.4,DISTANCE
42620,0.23,-0.01,9.71,0.019,-0.020,0.024,12.450,28.00,100239.9,27.41,90.4,DISTANCE
42630,-0.04,0.02,9.88,0.023,-0.009,0.026,12.450,28.00,100239.9,27.41,90.4,DISTANCE
42640,-0.07,0.16,9.79,0.022,-0.022,0.025,12.450,28.00,100239.8,27.41,90.4,DISTANCE
42650,0.29,0.11,9.94,-0.021,-0.013,0.025,12.450,28.00,100239.7,27.41,90.4,DISTANCE
42660,0.03,-0.24,9.77,-0.009,0.010,0.020,12.450,28.00,100239.7,27.41,90.4,DISTANCE
42670,-0.20,0.28,9.84,-0.002,-0.023,0.023,12.450,28.00,100239.6,27.41,90.4,DISTANCE
42680,-0.29,-0.17,9.90,-0.011,0.023,0.017,12.450,28.00,100239.6,27.41,90.5,DISTANCE
42690,0.21,0.00,9.75,-0.012,-0.002,0.018,12.450,28.00,100239.5,27.41,90.5,DISTANCE
42700,0.27,-0.07,9.86,-0.022,-0.019,0.024,12.450,28.00,100239.4,27.41,90.5,DISTANCE
42710,0.22,0.15,9.95,0.015,-0.020,0.021,12.450,28.00,100239.4,27.41,90.5,DISTANCE
42720,-0.03,-0.06,9.74,0.025,-0.020,0.027,12.450,28.00,100239.3,27.41,90.5,DISTANCE
42730,-0.17,0.00,9.97,0.017,0.025,0.019,12.450,28.00,100239.2,27.41,90.5,DISTANCE
42740,0.03,0.30,9.74,0.005,-0.003,0.014,12.450,28.00,100239.2,27.41,90.5,DISTANCE
42750,0.09,-0.05,9.93,-0.001,0.017,0.025,12.450,28.00,100239.1,27.41,90.5,DISTANCE
42760,0.28,0.15,9.75,0.024,-0.025,0.023,12.450,28.00,100239.0,27.41,90.5,DISTANCE
42770,-0.10,0.02,9.98,0.013,0.005,0.015,12.450,28.00,100239.0,27.41,90.5,DISTANCE
42780,0.30,-0.20,9.80,-0.017,-0.002,0.021,12.450,28.00,100238.9,27.41,90.5,DISTANCE
42790,-0.16,-0.17,9.89,0.023,-0.007,0.019,12.450,28.00,100238.9,27.41,90.5,DISTANCE
42800,0.11,0.01,9.89,-0.015,0.020,0.023,12.450,28.00,100238.8,27.41,90.5,DISTANCE
42810,0.11,0.27,9.70,0.014,-0.008,0.019,12.450,28.00,100238.7,27.41,90.5,DISTANCE
42820,0.06,0.09,9.87,0.009,-0.024,0.031,12.450,28.00,100238.7,27.41,90.5,DISTANCE
42830,-0.05,0.14,9.96,-0.013,-0.023,0.017,12.450,28.00,100238.6,27.41,90.5,DISTANCE
42840,0.03,0.08,9.96,0.016,0.018,0.012,12.450,28.00,100238.6,27.41,90.5,DISTANCE
42850,-0.29,0.28,9.93,0.005,0.003,0.015,12.450,28.00,100238.5,27.41,90.5,DISTANCE
42860,0.19,0.06,9.97,0.011,-0.007,0.030,12.450,28.00,100238.4,27.41,90.5,DISTANCE
42870,-0.03,-0.15,9.82,-0.009,-0.021,0.023,12.450,28.00,100238.4,27.41,90.6,DISTANCE
42880,0.21,0.08,9.80,-0.023,0.001,0.015,12.450,28.00,100238.3,27.41,90.6,DISTANCE
42890,-0.22,-0.00,9.82,-0.018,0.010,0.017,12.450,28.00,100238.3,27.41,90.6,DISTANCE
42900,-0.21,-0.06,9.76,0.020,-0.009,0.021,12.450,28.00,100238.2,27.41,90.6,DISTANCE
42910,-0.04,0.06,9.96,0.005,-0.010,0.022,12.450,28.00,100238.1,27.41,90.6,DISTANCE
42920,-0.17,0.20,9.78,0.010,0.009,0.016,12.450,28.00,100238.1,27.41,90.6,DISTANCE
42930,0.27,0.25,9.78,0.012,0.011,0.028,12.450,28.00,100238.0,27.41,90.6,DISTANCE
42940,0.12,-0.19,9.74,0.007,0.014,0.014,12.450,28.00,100238.0,27.41,90.6,DISTANCE
42950,0.04,0.12,9.83,-0.006,-0.015,0.031,12.450,28.00,100237.9,27.41,90.6,DISTANCE
42960,-0.08,0.09,9.93,-0.022,0.013,0.012,12.450,28.00,100237.9,27.41,90.6,DISTANCE
42970,-0.16,-0.22,9.83,-0.012,0.020,0.014,12.450,28.00,100237.8,27.41,90.6,DISTANCE
42980,-0.11,-0.26,9.76,0.019,0.010,0.028,12.450,28.00,100237.7,27.41,90.6,DISTANCE
42990,-0.21,0.06,9.93,0.006,-0.008,0.016,12.450,28.00,100237.7,27.41,90.6,DISTANCE
43000,-0.29,-0.25,9.94,-0.011,-0.013,0.031,12.450,28.00,100237.6,27.41,90.6,DISTANCE
43010,-0.15,-0.10,9.93,-0.022,0.023,0.012,12.342,55.00,100237.6,27.41,90.6,DISTANCE
43020,0.14,-0.22,9.97,-0.000,-0.023,0.014,12.342,55.00,100237.5,27.41,90.6,DISTANCE
43030,0.02,0.23,9.73,-0.015,-0.001,0.032,12.342,55.00,100237.5,27.41,90.6,DISTANCE
43040,0.09,-0.18,9.92,-0.006,-0.012,0.031,12.342,55.00,100237.4,27.41,90.6,DISTANCE
43050,-0.11,0.27,9.95,0.004,-0.006,0.018,12.342,55.00,100237.4,27.41,90.6,DISTANCE
43060,0.02,-0.19,9.86,0.002,0.008,0.014,12.342,55.00,100237.3,27.41,90.6,DISTANCE
43070,-0.16,-0.17,9.92,0.011,0.023,0.023,12.342,55.00,100237.3,27.41,90.6,DISTANCE
43080,0.17,-0.20,9.70,-0.003,0.006,0.028,12.342,55.00,100237.2,27.41,90.6,DISTANCE
43090,0.07,-0.11,9.91,-0.022,-0.024,0.021,12.342,55.00,100237.1,27.41,90.7,DISTANCE
43100,-0.05,0.22,9.92,0.008,0.001,0.023,12.342,55.00,100237.1,27.41,90.7,DISTANCE
43110,-0.28,-0.14,9.82,-0.023,0.020,0.015,12.342,55.00,100237.0,27.41,90.7,DISTANCE
43120,0.29,-0.02,9.72,0.018,-0.021,0.032,12.342,55.00,100237.0,27.41,90.7,DISTANCE
43130,0.27,0.17,9.77,-0.010,0.023,0.017,12.342,55.00,100236.9,27.41,90.7,DISTANCE
43140,0.09,-0.01,9.76,-0.015,0.008,0.012,12.342,55.00,100236.9,27.41,90.7,DISTANCE
43150,-0.11,-0.21,9.71,0.021,-0.024,0.022,12.342,55.00,100236.8,27.41,90.7,DISTANCE
43160,0.00,0.08,9.73,0.013,0.015,0.012,12.342,55.00,100236.8,27.41,90.7,DISTANCE
43170,-0.11,-0.30,9.81,-0.010,-0.021,0.015,12.342,55.00,100236.7,27.41,90.7,DISTANCE
43180,-0.01,-0.08,9.81,0.023,0.014,0.013,12.342,55.00,100236.7,27.41,90.7,DISTANCE
43190,-0.28,0.21,9.93,0.008,-0.011,0.023,12.342,55.00,100236.6,27.41,90.7,DISTANCE
43200,0.21,-0.13,9.87,0.017,-0.020,0.015,12.342,55.00,100236.6,27.41,90.7,DISTANCE
43210,0.25,-0.24,9.97,-0.000,-0.007,0.026,12.342,55.00,100236.5,27.41,90.7,DISTANCE
43220,-0.19,0.24,9.71,-0.020,0.021,0.012,12.342,55.00,100236.5,27.41,90.7,DISTANCE
43230,-0.18,0.12,9.89,-0.019,0.023,0.030,12.342,55.00,100236.4,27.41,90.7,DISTANCE
43240,-0.24,-0.23,9.88,0.005,0.008,0.021,12.342,55.00,100236.4,27.41,90.7,DISTANCE
43250,0.13,-0.20,9.89,-0.014,-0.009,0.030,12.342,55.00,100236.3,27.41,90.7,DISTANCE
43260,-0.20,-0.23,9.74,-0.005,-0.011,0.014,12.342,55.00,100236.3,27.41,90.7,DISTANCE
43270,-0.25,0.23,9.69,0.022,-0.013,0.030,12.342,55.00,100236.2,27.41,90.7,DISTANCE
43280,-0.28,0.18,9.86,0.015,-0.007,0.024,12.342,55.00,100236.2,27.41,90.7,DISTANCE
43290,-0.09,-0.05,9.73,-0.008,-0.005,0.031,12.342,55.00,100236.1,27.41,90.7,DISTANCE
43300,-0.20,-0.01,9.86,0.002,0.015,0.022,12.342,55.00,100236.1,27.41,90.7,DISTANCE
43310,0.18,0.06,9.88,0.022,0.011,0.022,12.342,55.00,100236.0,27.41,90.7,DISTANCE
43320,-0.27,0.04,9.82,0.022,0.003,0.019,12.342,55.00,100236.0,27.41,90.7,DISTANCE
43330,-0.17,0.02,9.82,-0.008,-0.023,0.013,12.342,55.00,100236.0,27.41,90.8,DISTANCE
43340,-0.02,0.20,9.92,-0.009,-0.009,0.022,12.342,55.00,100235.9,27.41,90.8,DISTANCE
43350,0.15,-0.24,9.80,-0.002,0.001,0.023,12.342,55.00,100235.9,27.41,90.8,DISTANCE
43360,0.19,0.04,9.93,0.017,-0.007,0.020,12.342,55.00,100235.8,27.41,90.8,DISTANCE
43370,0.18,-0.15,9.68,0.013,0.000,0.020,12.342,55.00,100235.8,27.41,90.8,DISTANCE
43380,-0.09,-0.03,9.91,0.016,-0.002,0.020,12.342,55.00,100235.7,27.41,90.8,DISTANCE
43390,0.08,0.05,9.95,-0.021,0.015,0.031,12.342,55.00,100235.7,27.41,90.8,DISTANCE
43400,-0.11,0.12,9.75,-0.002,0.024,0.015,12.342,55.00,100235.6,27.41,90.8,DISTANCE
43410,-0.14,0.04,9.91,0.013,0.024,0.029,12.342,55.00,100235.6,27.41,90.8,DISTANCE
43420,-0.29,-0.05,9.89,-0.009,-0.014,0.031,12.342,55.00,100235.5,27.41,90.8,DISTANCE
43430,-0.14,0.00,9.94,0.024,-0.023,0.025,12.342,55.00,100235.5,27.41,90.8,DISTANCE
43440,0.04,0.07,9.88,0.023,-0.025,0.016,12.342,55.00,100235.5,27.41,90.8,DISTANCE
43450,-0.28,0.08,9.75,0.023,0.015,0.015,12.342,55.00,100235.4,27.41,90.8,DISTANCE
